Step: 1000, Reward: -180.8518331348896
Step: 144000, Reward: 213.74219118058681
Step: 145000, Reward: 284.56037117540836
Step: 146000, Reward: 250.31191413849592
Step: 147000, Reward: 205.04931234568357
Step: 148000, Reward: 259.4384807571769
Step: 149000, Reward: 286.68644048273563
Step: 150000, Reward: 308.31628926843405
Step: 151000, Reward: 237.0036353841424
Step: 152000, Reward: 232.90092203766108
Step: 153000, Reward: 215.74340264499187
Step: 154000, Reward: 274.3772668093443
Step: 155000, Reward: 275.31932935118675
Step: 156000, Reward: 199.23390065133572
Step: 157000, Reward: 177.6077480763197
Step: 158000, Reward: 247.5014690309763
Step: 159000, Reward: 179.2633805796504
Step: 160000, Reward: 224.95623192936182
Step: 161000, Reward: 114.0174003019929
Step: 162000, Reward: 228.63558537513018
Step: 163000, Reward: 217.44024728238583
Step: 164000, Reward: 198.65995898097754
Step: 165000, Reward: 234.85440275073051
Step: 166000, Reward: 250.33591917157173
Step: 167000, Reward: 211.59962280839682
Step: 168000, Reward: 263.47880674153566
Step: 169000, Reward: 241.32466868311167
Step: 170000, Reward: 288.34509525448084
Step: 171000, Reward: 173.53742633014917
Step: 172000, Reward: 214.6310004517436
Step: 173000, Reward: 239.39652626216412
Step: 174000, Reward: 265.9815116599202
Step: 175000, Reward: 253.14941921830177
Step: 176000, Reward: 207.97055593132973
Step: 177000, Reward: 200.0065634250641
Step: 178000, Reward: 191.3489288315177
Step: 179000, Reward: 139.17579099535942
Step: 180000, Reward: 143.43915592134
Step: 181000, Reward: 223.10045778751373
Step: 182000, Reward: 188.36626080423594
Step: 183000, Reward: 205.5512881502509
Step: 184000, Reward: 321.4622879102826
Step: 185000, Reward: 228.93953906744719
Step: 186000, Reward: 186.33176109194756
Step: 187000, Reward: 285.30898986011744
Step: 188000, Reward: 217.1498851031065
Step: 189000, Reward: 219.62649027258158
Step: 190000, Reward: 176.68573635816574
Step: 191000, Reward: -94.036825299263
Step: 192000, Reward: 195.1291659846902
Step: 193000, Reward: 284.51403507590294
Step: 194000, Reward: 151.4889798462391
Step: 195000, Reward: 196.56112325936556
Step: 196000, Reward: 272.6103096306324
Step: 197000, Reward: 169.42351239174604
Step: 198000, Reward: 197.8993108049035
Step: 199000, Reward: 190.8704213500023
Step: 200000, Reward: 210.26918626576662
Step: 201000, Reward: 258.43836115300655
Step: 202000, Reward: 190.55973061919212
Step: 203000, Reward: 190.22341653704643
Step: 204000, Reward: 202.42876483500004
Step: 205000, Reward: 253.34417491406202
Step: 206000, Reward: 228.69189308583736
Step: 207000, Reward: 150.91539940238
Step: 208000, Reward: 194.4417386725545
Step: 209000, Reward: 273.41728673130274
Step: 210000, Reward: 204.72513031959534
Step: 211000, Reward: 196.97190757840872
Step: 212000, Reward: 195.30237166583538
Step: 213000, Reward: 267.10313039273024
Step: 214000, Reward: 234.80412128567696
Step: 215000, Reward: 292.5715299472213
Step: 216000, Reward: 267.6192739531398
Step: 217000, Reward: 209.02910166233778
Step: 218000, Reward: 115.26592046767473
Step: 219000, Reward: 252.17692813277245
Step: 220000, Reward: 182.6222758665681
Step: 221000, Reward: 178.52825968712568
Step: 222000, Reward: 300.61161806434393
Step: 223000, Reward: 321.47902461886406
Step: 224000, Reward: 254.76859003305435
Step: 225000, Reward: 189.68441709131002
Step: 226000, Reward: 242.79613218456507
Step: 227000, Reward: 363.6390303373337
Step: 228000, Reward: 284.35121916234493
Step: 229000, Reward: 161.21427730470896
Step: 230000, Reward: 161.78372479230165
Step: 231000, Reward: 145.22740971297026
Step: 232000, Reward: 202.4436393454671
Step: 233000, Reward: 168.09699525684118
Step: 234000, Reward: 322.70999942719936
Step: 235000, Reward: 259.83063220232725
Step: 236000, Reward: 267.32484429329634
Step: 237000, Reward: 235.82335062325
Step: 238000, Reward: 193.38687552511692
Step: 239000, Reward: 239.77268040180206
Step: 240000, Reward: 225.73258551955223
Step: 241000, Reward: 206.03738391399384
Step: 242000, Reward: 182.79261009395123
Step: 243000, Reward: 259.1517923772335
Step: 244000, Reward: 179.02927286177874
Step: 245000, Reward: 333.4088497310877
Step: 246000, Reward: 244.37469447404146
Step: 247000, Reward: 183.1295489668846
